timestamp,order_id,type,side,price,qty
1946055,388,LIMIT,SELL,100.43,37
1948453,389,IOC,SELL,100.36,63
1950789,390,LIMIT,SELL,100.42,88
1958945,391,IOC,BUY,100.35,98
1962658,392,LIMIT,SELL,100.32,73
1970873,393,LIMIT,BUY,100.29,70
1971654,394,LIMIT,BUY,100.31,39
1972282,395,LIMIT,SELL,100.37,100
1976264,396,LIMIT,SELL,100.45,81
1983379,397,LIMIT,BUY,100.34,73
1989226,398,LIMIT,BUY,100.30,38
1998709,399,IOC,SELL,100.37,18
2005552,400,MARKET,SELL,,17
2007826,401,LIMIT,SELL,100.42,63
2010255,402,LIMIT,BUY,100.33,52
2018802,403,LIMIT,SELL,100.43,42
2028436,404,MARKET,SELL,,90
2034405,405,LIMIT,BUY,100.28,64
2038904,406,LIMIT,SELL,100.29,44
2039797,407,LIMIT,SELL,100.34,55
2043211,408,IOC,SELL,100.38,12
2049216,409,LIMIT,SELL,100.30,81
2054321,410,LIMIT,BUY,100.33,1
2057917,411,LIMIT,BUY,100.32,2
2063646,412,MARKET,BUY,,17
2071572,413,LIMIT,BUY,100.29,18
2077942,414,LIMIT,BUY,100.31,9
2086733,415,LIMIT,BUY,100.30,81
2089313,416,LIMIT,BUY,100.32,18
2091430,417,LIMIT,SELL,100.37,32
2096067,418,LIMIT,SELL,100.39,100
2096606,419,LIMIT,BUY,100.25,25
2103124,420,LIMIT,SELL,100.42,50
2105071,421,LIMIT,BUY,100.33,47
2110356,422,IOC,SELL,100.37,98
2118173,423,LIMIT,BUY,100.36,28
2118925,424,IOC,BUY,100.25,99
2125831,425,LIMIT,SELL,100.37,36
2127300,426,LIMIT,BUY,100.25,42
2133801,427,LIMIT,SELL,100.39,90
2141068,428,IOC,BUY,100.37,15
2148596,429,LIMIT,SELL,100.37,16
2148903,430,LIMIT,BUY,100.25,67
2153250,431,LIMIT,SELL,100.36,99
2153830,432,LIMIT,SELL,100.44,81
2155192,433,LIMIT,BUY,100.31,48
2157869,434,LIMIT,SELL,100.38,95
2166305,435,CANCEL,,208,
2172679,436,LIMIT,SELL,100.28,95
2179649,437,LIMIT,SELL,100.35,74
2185857,438,LIMIT,BUY,100.24,6
2192525,439,LIMIT,BUY,100.38,2
2198669,440,LIMIT,BUY,100.27,48
2208463,441,MARKET,SELL,,94
2217517,442,LIMIT,BUY,100.31,70
2223292,443,LIMIT,BUY,100.28,95
2228430,444,LIMIT,BUY,100.34,19
2233114,445,LIMIT,SELL,100.34,75
2234779,446,LIMIT,BUY,100.31,56
2237020,447,LIMIT,BUY,100.26,41
2244537,448,LIMIT,BUY,100.22,14
2247183,449,LIMIT,BUY,100.34,99
2250684,450,LIMIT,SELL,100.27,39
2260668,451,LIMIT,BUY,100.24,7
2265664,452,MARKET,BUY,,52
2273172,453,LIMIT,BUY,100.34,16
2273467,454,LIMIT,BUY,100.30,75
2283169,455,IOC,BUY,100.37,57
2285379,456,CANCEL,,263,
2286308,457,LIMIT,SELL,100.34,49
2293398,458,LIMIT,BUY,100.30,5
2297524,459,LIMIT,SELL,100.35,36
2303899,460,LIMIT,SELL,100.42,3
2310265,461,LIMIT,SELL,100.43,65
2315634,462,LIMIT,BUY,100.28,8
2323462,463,LIMIT,SELL,100.35,32
2327513,464,IOC,SELL,100.32,74
2333976,465,IOC,SELL,100.29,41
2339954,466,CANCEL,,391,
2345815,467,LIMIT,SELL,100.30,70
2350978,468,CANCEL,,36,
2354889,469,CANCEL,,273,
2355000,470,LIMIT,SELL,100.36,42
2356075,471,IOC,SELL,100.38,91
2362656,472,LIMIT,BUY,100.25,82
2370738,473,LIMIT,SELL,100.42,46
2374495,474,IOC,BUY,100.27,17
2377506,475,IOC,SELL,100.42,5
2380589,476,IOC,SELL,100.42,14
2388818,477,LIMIT,BUY,100.29,82
2390371,478,LIMIT,SELL,100.33,34
2393906,479,LIMIT,BUY,100.32,7
2400329,480,LIMIT,BUY,100.25,45
2409375,481,IOC,SELL,100.36,21
2416868,482,CANCEL,,153,
2418683,483,LIMIT,BUY,100.26,44
2428515,484,IOC,SELL,100.31,78
2435728,485,LIMIT,BUY,100.33,71
2444677,486,LIMIT,BUY,100.32,71
2452820,487,LIMIT,BUY,100.18,62
2456191,488,LIMIT,SELL,100.29,40
2462803,489,IOC,BUY,100.20,24
2468981,490,LIMIT,BUY,100.19,34
2472787,491,LIMIT,BUY,100.25,11
2478519,492,LIMIT,SELL,100.28,50
2487180,493,LIMIT,SELL,100.31,61
2492176,494,LIMIT,SELL,100.34,19
2494246,495,LIMIT,SELL,100.23,25
2496413,496,LIMIT,SELL,100.31,34
2501751,497,IOC,BUY,100.14,71
2507194,498,LIMIT,SELL,100.16,80
2516920,499,LIMIT,BUY,100.25,75
2518661,500,LIMIT,BUY,100.12,45
2525493,501,LIMIT,SELL,100.24,36
2532195,502,LIMIT,SELL,100.19,89
2536187,503,IOC,BUY,100.18,40
2540880,504,IOC,SELL,100.27,18
2545903,505,LIMIT,SELL,100.30,78
2547465,506,LIMIT,SELL,100.32,48
2548485,507,LIMIT,BUY,100.20,100
2557174,508,CANCEL,,115,
2560562,509,LIMIT,BUY,100.19,36
2566697,510,LIMIT,SELL,100.23,31
2572899,511,LIMIT,SELL,100.32,45
2578639,512,IOC,SELL,100.28,4
2585072,513,LIMIT,SELL,100.29,66
2585500,514,MARKET,SELL,,61
2587767,515,LIMIT,BUY,100.17,92
2592378,516,LIMIT,BUY,100.14,39
2601008,517,LIMIT,BUY,100.16,72
2610836,518,LIMIT,BUY,100.24,82
2616263,519,LIMIT,SELL,100.27,25
2618819,520,LIMIT,BUY,100.12,52
2624155,521,LIMIT,SELL,100.27,54
2630883,522,CANCEL,,400,
2640355,523,LIMIT,SELL,100.30,86
2646328,524,IOC,SELL,100.25,38
2648027,525,LIMIT,SELL,100.25,88
2653626,526,LIMIT,BUY,100.15,43
2659815,527,LIMIT,SELL,100.32,75
2661081,528,LIMIT,BUY,100.13,39
2667949,529,MARKET,BUY,,73
2675545,530,IOC,BUY,100.23,81
2678542,531,LIMIT,BUY,100.18,74
2681237,532,LIMIT,BUY,100.14,52
2688366,533,LIMIT,BUY,100.23,2
2693745,534,LIMIT,BUY,100.26,32
2697552,535,LIMIT,BUY,100.11,40
2700388,536,IOC,BUY,100.10,44
2707593,537,MARKET,BUY,,63
2713578,538,LIMIT,SELL,100.20,30
2717353,539,LIMIT,SELL,100.22,16
2723459,540,LIMIT,BUY,100.10,80
2724355,541,CANCEL,,69,
2724778,542,LIMIT,BUY,100.14,27
2725030,543,LIMIT,SELL,100.27,90
2727377,544,IOC,SELL,100.22,15
2729218,545,LIMIT,SELL,100.21,46
2736031,546,CANCEL,,288,
2739533,547,LIMIT,BUY,100.17,15
2749039,548,LIMIT,BUY,100.15,33
2752926,549,MARKET,BUY,,7
2754661,550,IOC,SELL,100.23,55
2756659,551,IOC,SELL,100.14,57
2761154,552,LIMIT,SELL,100.13,52
2768733,553,LIMIT,SELL,100.19,15
2771004,554,LIMIT,SELL,100.13,76
2779012,555,LIMIT,BUY,100.10,79
2779584,556,IOC,SELL,100.24,63
2781534,557,LIMIT,BUY,100.15,91
2790232,558,LIMIT,SELL,100.22,67
2798902,559,LIMIT,BUY,100.08,45
2805307,560,IOC,SELL,100.17,83
2807978,561,LIMIT,BUY,100.19,42
2812024,562,LIMIT,SELL,100.23,52
2815974,563,LIMIT,SELL,100.21,64
2816365,564,LIMIT,SELL,100.19,78
2821455,565,LIMIT,SELL,100.25,47
2822444,566,IOC,BUY,100.09,61
2828496,567,LIMIT,SELL,100.25,46
2833379,568,LIMIT,BUY,100.11,18
2840183,569,LIMIT,BUY,100.12,28
2847771,570,LIMIT,BUY,100.18,82
2857518,571,IOC,BUY,100.10,18
2865790,572,IOC,SELL,100.25,100
2868793,573,LIMIT,SELL,100.11,77
2874166,574,LIMIT,SELL,100.20,36
2880784,575,MARKET,BUY,,18
2883147,576,LIMIT,SELL,100.25,41
2892316,577,LIMIT,SELL,100.22,87
2894589,578,LIMIT,SELL,100.22,91
2896579,579,LIMIT,SELL,100.23,87
2905426,580,IOC,SELL,100.17,49
2907907,581,LIMIT,SELL,100.20,19
2909023,582,LIMIT,SELL,100.12,14
2918328,583,LIMIT,SELL,100.20,89
2919197,584,LIMIT,SELL,100.21,71
2920178,585,LIMIT,SELL,100.20,82
2926303,586,LIMIT,SELL,100.20,38
2933756,587,LIMIT,BUY,100.20,16
2940036,588,LIMIT,BUY,100.18,43
2947776,589,LIMIT,BUY,100.18,100
2952810,590,LIMIT,BUY,100.13,68
2956513,591,LIMIT,SELL,100.15,69
2963222,592,LIMIT,BUY,100.08,68
2971102,593,IOC,SELL,100.13,45
2978503,594,LIMIT,SELL,100.19,88
2983861,595,LIMIT,BUY,100.13,4
2992429,596,LIMIT,SELL,100.19,38
2995683,597,LIMIT,BUY,100.09,69
2995903,598,LIMIT,SELL,100.25,14
2999371,599,LIMIT,SELL,100.20,96
3001990,600,LIMIT,BUY,100.10,10
3011510,601,IOC,BUY,100.12,56
3016793,602,CANCEL,,80,
3026487,603,IOC,BUY,100.09,78
3028004,604,IOC,BUY,100.13,61
3030665,605,LIMIT,BUY,100.05,38
3033125,606,IOC,SELL,100.20,2
3042293,607,LIMIT,BUY,100.07,69
3051363,608,LIMIT,SELL,100.20,28
3058223,609,IOC,BUY,100.18,33
3061506,610,LIMIT,SELL,100.10,60
3070611,611,LIMIT,SELL,100.18,46
3072811,612,LIMIT,BUY,100.13,41
3080871,613,LIMIT,BUY,100.02,73
3086942,614,MARKET,BUY,,41
3091075,615,LIMIT,SELL,100.18,18
3096607,616,LIMIT,BUY,100.03,14
3099586,617,LIMIT,BUY,100.03,26
3103998,618,LIMIT,SELL,100.21,81
3104609,619,LIMIT,SELL,100.13,71
3108978,620,MARKET,BUY,,100
3111513,621,LIMIT,SELL,100.17,18
3119226,622,LIMIT,BUY,100.13,79
3122043,623,LIMIT,BUY,100.02,85
3124538,624,LIMIT,BUY,100.04,30
3125667,625,LIMIT,SELL,100.18,50
3133462,626,IOC,BUY,100.10,91
3142104,627,LIMIT,SELL,100.22,23
3148375,628,LIMIT,SELL,100.21,33
3154640,629,LIMIT,BUY,100.06,63
3162638,630,CANCEL,,167,
3169945,631,LIMIT,SELL,100.15,21
3175979,632,IOC,SELL,100.18,93
3177935,633,LIMIT,BUY,100.15,3
3182027,634,LIMIT,BUY,100.10,22
3186358,635,LIMIT,BUY,100.10,93
3191102,636,LIMIT,SELL,100.19,22
3194796,637,LIMIT,SELL,100.14,80
3203265,638,LIMIT,BUY,100.01,9
3207130,639,LIMIT,BUY,100.02,88
3214107,640,LIMIT,BUY,100.01,5
3222913,641,LIMIT,BUY,100.15,70
3223032,642,LIMIT,SELL,100.17,6
3231812,643,IOC,BUY,100.05,76
3241351,644,LIMIT,BUY,100.04,77
3250359,645,LIMIT,SELL,100.19,67
3252389,646,LIMIT,BUY,100.02,47
3254235,647,LIMIT,BUY,100.02,73
3260325,648,MARKET,BUY,,27
3267195,649,LIMIT,BUY,100.01,33
3272319,650,LIMIT,BUY,100.14,16
3276183,651,LIMIT,BUY,100.02,44
3285303,652,LIMIT,BUY,100.08,12
3287784,653,LIMIT,BUY,100.03,11
3288502,654,IOC,BUY,100.04,92
3298390,655,LIMIT,BUY,99.97,37
3301680,656,LIMIT,BUY,100.02,21
3303202,657,LIMIT,BUY,99.93,26
3311784,658,LIMIT,SELL,100.12,45
3317577,659,LIMIT,SELL,99.99,74
3317753,660,LIMIT,BUY,100.04,44
3319770,661,MARKET,SELL,,74
3323968,662,MARKET,SELL,,99
3328053,663,MARKET,BUY,,59
3337767,664,LIMIT,BUY,99.98,87
3341634,665,LIMIT,BUY,99.97,32
3346440,666,LIMIT,BUY,99.99,74
