bid,ask
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.98,99.99
99.98,99.99
99.98,99.99
99.98,100.01
99.98,100.01
99.98,100.01
99.98,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.01
99.99,100.0
99.99,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.01
99.98,100.01
99.98,100.01
99.98,100.01
99.98,100.01
99.98,100.01
100.0,100.01
100.0,100.02
100.0,100.02
99.98,100.02
99.98,100.02
99.98,100.02
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.01
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,99.99
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.0
99.98,100.02
99.98,100.02
99.98,100.02
99.98,100.02
99.98,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.98,100.02
99.99,100.02
99.99,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.04
100.01,100.04
100.01,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.08
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.09
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.02,100.1
100.07,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.09,100.1
100.09,100.1
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.1,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.15
100.11,100.15
100.11,100.16
100.11,100.16
100.11,100.16
100.11,100.16
100.11,100.16
100.11,100.16
100.11,100.16
100.11,100.16
100.11,100.16
100.11,100.16
100.11,100.16
100.11,100.17
100.11,100.17
100.11,100.17
100.11,100.17
100.11,100.17
100.11,100.17
100.11,100.17
100.11,100.17
100.11,100.17
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.18
100.11,100.19
100.11,100.19
100.11,100.19
100.11,100.19
100.11,100.19
100.11,100.19
100.11,100.2
100.11,100.2
100.11,100.2
100.11,100.2
100.11,100.2
100.11,100.2
100.11,100.2
100.11,100.2
100.11,100.2
100.11,100.2
100.1,100.2
100.1,100.2
100.1,100.2
100.1,100.2
100.1,100.2
100.1,100.2
100.1,100.2
100.1,100.21
100.1,100.21
100.1,100.21
100.1,100.21
100.1,100.21
100.1,100.21
100.1,100.22
100.1,100.22
100.1,100.22
100.1,100.22
100.17,100.22
100.17,100.22
100.17,100.23
100.17,100.23
100.17,100.23
100.17,100.23
100.17,100.23
100.17,100.23
100.17,100.23
100.17,100.23
100.17,100.23
100.17,100.23
100.17,100.23
100.17,100.23
100.17,100.23
100.2,100.23
100.2,100.23
100.2,100.23
100.2,100.23
100.2,100.23
100.2,100.23
100.21,100.23
100.21,100.23
100.21,100.23
100.21,100.23
100.21,100.23
100.21,100.23
100.21,100.23
100.21,100.23
100.21,100.24
100.21,100.24
100.21,100.24
100.21,100.24
100.21,100.24
100.21,100.24
100.21,100.24
100.21,100.24
100.21,100.24
100.21,100.24
100.21,100.24
100.21,100.24
100.21,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.24
100.23,100.25
100.23,100.25
100.23,100.25
100.23,100.25
100.24,100.25
100.24,100.25
100.24,100.25
100.24,100.25
100.24,100.25
100.24,100.25
100.24,100.25
100.24,100.25
100.24,100.25
100.24,100.25
100.24,100.25
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.25
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.24,100.26
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.26,100.27
100.26,100.27
100.26,100.28
100.26,100.28
100.26,100.28
100.26,100.28
100.26,100.28
100.26,100.28
100.26,100.28
100.26,100.28
100.26,100.28
100.26,100.28
100.26,100.28
100.27,100.28
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.29
100.27,100.3
100.27,100.3
100.27,100.3
100.27,100.3
100.27,100.3
100.27,100.3
100.27,100.3
100.28,100.3
100.28,100.3
100.28,100.3
100.28,100.3
100.28,100.3
100.28,100.3
100.28,100.3
100.28,100.3
100.28,100.3
100.28,100.3
100.28,100.3
100.28,100.3
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.32
100.28,100.32
100.28,100.32
100.28,100.32
100.28,100.32
100.28,100.32
100.28,100.32
100.28,100.32
100.28,100.32
100.28,100.33
100.28,100.33
100.28,100.33
100.28,100.33
100.28,100.33
100.28,100.33
100.28,100.33
100.28,100.33
100.28,100.33
100.28,100.33
100.28,100.34
100.28,100.34
100.28,100.34
100.28,100.34
100.28,100.34
100.28,100.34
100.28,100.34
100.28,100.34
100.28,100.34
100.28,100.34
100.28,100.34
100.31,100.34
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.31,100.35
100.34,100.35
100.34,100.35
100.34,100.35
100.34,100.35
100.34,100.35
100.34,100.35
100.34,100.35
100.34,100.35
100.34,100.35
100.34,100.35
100.34,100.35
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.36
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.37
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.38
100.34,100.39
100.34,100.39
100.31,100.39
100.31,100.39
100.31,100.39
100.31,100.39
100.31,100.39
100.31,100.39
100.31,100.39
100.31,100.39
100.28,100.39
100.28,100.39
100.28,100.39
100.28,100.39
100.28,100.39
100.28,100.39
100.28,100.39
100.28,100.4
100.28,100.4
100.28,100.4
100.28,100.4
100.28,100.4
100.28,100.4
100.28,100.4
100.28,100.4
100.37,100.4
100.37,100.4
100.37,100.4
100.37,100.41
100.37,100.41
100.37,100.41
100.37,100.41
100.37,100.41
100.37,100.41
100.37,100.41
100.37,100.41
100.37,100.41
100.37,100.41
100.37,100.41
100.37,100.41
100.4,100.41
100.4,100.41
100.4,100.41
100.4,100.41
100.4,100.41
100.4,100.41
100.4,100.42
100.4,100.42
100.4,100.42
100.4,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.42
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.43
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.44
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.45
100.38,100.46
100.38,100.46
100.38,100.46
100.38,100.46
100.38,100.46
100.38,100.46
100.45,100.46
100.45,100.46
100.45,100.46
100.45,100.46
100.45,100.46
100.45,100.46
100.45,100.46
100.45,100.46
100.45,100.46
100.45,100.46
100.45,100.46
100.45,100.46
100.38,100.46
100.38,100.46
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.47
100.38,100.48
100.38,100.5
100.38,100.5
100.38,100.5
100.38,100.5
100.38,100.5
100.38,100.5
100.38,100.5
100.38,100.5
100.38,100.5
100.47,100.5
100.47,100.5
100.47,100.5
100.47,100.5
100.47,100.5
100.47,100.5
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.51
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.52
100.47,100.53
100.47,100.53
100.47,100.53
100.47,100.53
100.47,100.53
100.47,100.53
100.47,100.53
100.47,100.53
100.47,100.54
100.47,100.54
100.47,100.54
100.47,100.54
100.47,100.54
100.47,100.54
100.47,100.54
100.47,100.54
100.47,100.54
100.47,100.54
100.47,100.55
100.47,100.55
100.47,100.55
100.47,100.55
100.47,100.55
100.47,100.55
100.47,100.56
100.47,100.56
100.47,100.56
100.47,100.56
100.47,100.56
100.47,100.56
100.47,100.56
100.47,100.56
100.47,100.57
100.47,100.57
100.47,100.57
100.47,100.57
100.47,100.57
100.47,100.57
100.47,100.58
100.47,100.58
100.47,100.58
100.47,100.58
100.47,100.58
100.57,100.58
100.57,100.58
100.57,100.58
100.57,100.58
100.57,100.58
100.57,100.59
100.57,100.59
100.57,100.59
100.57,100.6
100.57,100.6
100.57,100.6
100.57,100.6
100.57,100.6
100.57,100.6
100.57,100.6
100.57,100.6
100.57,100.6
100.58,100.6
100.58,100.6
100.58,100.6
100.58,100.6
100.58,100.6
100.58,100.6
100.58,100.6
100.58,100.6
100.58,100.6
100.58,100.6
100.58,100.6
100.58,100.6
100.58,100.61
100.58,100.61
100.58,100.61
100.58,100.61
100.58,100.61
100.58,100.61
100.57,100.61
100.57,100.62
100.57,100.62
100.57,100.62
100.57,100.62
100.57,100.62
100.58,100.62
100.58,100.62
100.58,100.62
100.58,100.62
100.56,100.62
100.56,100.62
100.56,100.62
100.56,100.62
100.56,100.62
100.56,100.62
100.56,100.62
100.61,100.62
100.61,100.62
100.61,100.62
100.61,100.62
100.61,100.62
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.63
100.61,100.64
100.61,100.64
100.63,100.64
100.63,100.64
100.63,100.64
100.63,100.64
100.63,100.64
100.63,100.64
100.63,100.64
100.63,100.64
100.64,100.65
100.64,100.65
100.64,100.65
100.64,100.65
100.64,100.65
100.59,100.65
100.59,100.65
100.63,100.65
100.63,100.65
100.63,100.65
100.63,100.66
100.63,100.66
100.63,100.66
100.63,100.66
100.63,100.66
100.63,100.66
100.63,100.66
100.63,100.67
100.63,100.67
100.63,100.67
100.63,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.67
100.66,100.68
100.66,100.68
100.66,100.68
100.66,100.68
100.66,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.68
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.67,100.69
100.68,100.69
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.69,100.7
100.69,100.7
100.69,100.7
100.69,100.7
100.69,100.7
100.69,100.7
100.69,100.7
100.69,100.7
100.69,100.7
100.69,100.7
100.69,100.7
100.69,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.7
100.68,100.71
100.68,100.71
100.68,100.71
100.68,100.71
100.68,100.71
100.7,100.71
100.7,100.71
100.7,100.71
100.7,100.72
100.7,100.72
100.7,100.72
100.7,100.72
100.7,100.72
100.7,100.72
100.7,100.72
100.7,100.72
100.7,100.72
100.7,100.72
100.7,100.72
100.7,100.72
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.7,100.73
100.72,100.73
100.72,100.74
100.72,100.74
100.72,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.75
100.73,100.75
100.73,100.75
100.73,100.75
100.73,100.75
100.73,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.74,100.75
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.74
100.73,100.76
100.73,100.76
